id,name,teachers,course_code,semester,program_code,program
131532,"79747_co3015_001966_cq kiểm tra phần mềm (co3015)_bùi hoài thắng (cq_hk252) [a01,l01]",bùi hoài thắng,co3015,hk252,cq,"a01,l01"
131910,79747_co3015_001966_clc software testing (co3015)_bùi hoài thắng (clc_hk252) [cc01],bùi hoài thắng,co3015,hk252,clc,cc01
130922,"79747_co3069_002415_cq mật mã và an ninh mạng (co3069)_nguyễn cao đạt (cq_hk252) [a01,l01]",nguyễn cao đạt,co3069,hk252,cq,"a01,l01"
130092,"79747_co3070_002415_cq mật mã và an ninh mạng (tn) (co3070)_nguyễn cao đạt (cq_hk252) [a01,l01,l02]",nguyễn cao đạt,co3070,hk252,cq,"a01,l01,l02"
133049,79747_ch2039_001950_clc food engineering 3 (ch2039)_nguyễn thị lê liên (clc_hk252) [cc01],nguyễn thị lê liên,ch2039,hk252,clc,cc01
132436,79747_ch2035_001950_cq kỹ thuật thực phẩm 2 (ch2035)_nguyễn thị lê liên (cq_hk252) [l01],nguyễn thị lê liên,ch2035,hk252,cq,l01
132173,79747_ch5653_001950_sdh sản xuất sạch hơn trong công nghiệp (ch5653)_nguyễn thị lê liên (sdh_hk252) [ch01],nguyễn thị lê liên,ch5653,hk252,sdh,ch01
132107,79747_ch3347_001950_clc reaction engineering (ch3347)_nguyễn thị lê liên (clc_hk252) [cc01],nguyễn thị lê liên,ch3347,hk252,clc,cc01
131021,79747_ch2035_001950_clc food engineering 2 (ch2035)_nguyễn thị lê liên (clc_hk252) [cc01],nguyễn thị lê liên,ch2035,hk252,clc,cc01
134845,79747_lcn_hc_001950_clc student class (lcn)_nguyễn thị lê liên (clc_hk252),nguyễn thị lê liên,,hk252,clc,
131866,"79747_sp1007_010602_clc introduction to vietnamese law (sp1007)_ngô khánh tùng (clc_hk252) [cc01,cc02,cc08]",ngô khánh tùng,sp1007,hk252,clc,"cc01,cc02,cc08"
130495,79747_co3141_001748_clc cloud computing (co3141)_thoại nam (clc_hk252) [cc01],thoại nam,co3141,hk252,clc,cc01
132656,79747_co3045_004141_clc game programming (co3045)_trần huy (clc_hk252) [cc01],trần huy,co3045,hk252,clc,cc01
132532,79747_co3117_004343_clc machine learning (co3117)_trương vĩnh lân (clc_hk252) [cc01],trương vĩnh lân,co3117,hk252,clc,cc01
134391,79747_lcn_mt_003634_clc student class (lcn)_nguyễn an khương (clc_hk252),nguyễn an khương,,hk252,clc,
132778,79747_im3023_002610_clc electronic commerce (im3023)_phạm quốc trung (clc_hk252) [cc01],phạm quốc trung,im3023,hk252,clc,cc01
133026,79747_me4023_002559_clc planning and scheduling in supply chain (me4023)_đỗ ngọc hiền (clc_hk252) [cc01],đỗ ngọc hiền,me4023,hk252,clc,cc01
131431,79747_me3257_004168_clc decision making models in supply chain (me3257)_nguyễn đức duy (clc_hk252) [cc01],nguyễn đức duy,me3257,hk252,clc,cc01
131033,"79747_me4024_003828_clc planning and scheduling in supply chain (lab) (me4024)_trần võ thảo hương (clc_hk252) [cc01,cc02]",trần võ thảo hương,me4024,hk252,clc,"cc01,cc02"
130766,79747_me4377_004074_clc logistics capstone project (me4377)_lao khải kiện (clc_hk252) [cc01],lao khải kiện,me4377,hk252,clc,cc01
134702,79747_lcn_ck_003627_clc student class (lcn)_lê đức đạo (clc_hk252),lê đức đạo,,hk252,clc,
130728,"79747_en1003_002169_cq con người và môi trường (en1003)_lâm văn giang (cq_hk252) [a04,l05,l06]",lâm văn giang,en1003,hk252,cq,"a04,l05,l06"
132035,"79747_ee3009_002322_cq máy điện (ee3009)_trần công binh (cq_hk252) [l01,l02]",trần công binh,ee3009,hk252,cq,"l01,l02"
131618,79747_ee3133_001972_cq thiết bị điện trong phân phối điện (ee3133)_nguyễn ngọc tú (cq_hk252) [l01],nguyễn ngọc tú,ee3133,hk252,cq,l01
130068,"79747_ee3010_003303_cq máy điện (thí nghiệm) (ee3010)_nguyễn thanh tâm (cq_hk252) [l01,l02,l03,l04,l05,l06,l07,l08,l09,l10]",nguyễn thanh tâm,ee3010,hk252,cq,"l01,l02,l03,l04,l05,l06,l07,l08,l09,l10"
131655,79747_ee3099_002729_cq kỹ thuật chiếu sáng (ee3099)_trương phước hòa (cq_hk252) [l01],trương phước hòa,ee3099,hk252,cq,l01
131286,79747_ee3101_004170_cq kỹ thuật tiết kiệm và sử dụng hiệu quả điện năng (ee3101)_phạm minh đức (cq_hk252) [l01],phạm minh đức,ee3101,hk252,cq,l01
130066,"79747_ee3100_003315_cq kỹ thuật chiếu sáng (thí nghiệm) (ee3100)_nguyễn bảo anh (cq_hk252) [l01,l03]",nguyễn bảo anh,ee3100,hk252,cq,"l01,l03"
134431,79747_lcn_dd_003884_cq lớp chủ nhiệm (lcn)_nguyễn đức hưng (cq_hk252),nguyễn đức hưng,,hk252,cq,
130087,"79747_sp1039_002874_cq lịch sử đảng cộng sản việt nam (sp1039)_đào thị bích hồng (cq_hk252) [a01,a02,l06]",đào thị bích hồng,sp1039,hk252,cq,"a01,a02,l06"
132153,79747_im3033_002566_cq tiếp thị giữa các tổ chức (im3033)_dương thị ngọc liên (cq_hk252) [l01],dương thị ngọc liên,im3033,hk252,cq,l01
130919,"79747_im3059_002599_cq quản lý chiến lược (im3059)_lại văn tài (cq_hk252) [l01,l02]",lại văn tài,im3059,hk252,cq,"l01,l02"
131145,"79747_im3095_001721_cq quản lý vận hành bán lẻ (im3095)_đường võ hùng (cq_hk252) [l01,l02,l03]",đường võ hùng,im3095,hk252,cq,"l01,l02,l03"
132047,"79747_ge2035_003548_cq địa chất kiến trúc và đo vẽ bản đồ địa chất (ge2035)_nguyễn huỳnh thông (cq_hk252) [a01,l01,l02,l03]",nguyễn huỳnh thông,ge2035,hk252,cq,"a01,l01,l02,l03"
131196,"79747_ge2036_003548_cq địa chất kiến trúc và đo vẽ bản đồ địa chất (bài tập) (ge2036)_nguyễn huỳnh thông (cq_hk252) [l01,l02]",nguyễn huỳnh thông,ge2036,hk252,cq,"l01,l02"
130145,"79747_sa0004_002902_cq sinh hoạt sinh viên định kỳ (sa0004)_ngô thị vân (cq_hk252) [a01,a02,a03,a04,a05,a06,l01,l02,l03,l04,l05,l06,l07]","ngô thị vân, nguyễn cao danh",sa0004,hk252,cq,"a01,a02,a03,a04,a05,a06,l01,l02,l03,l04,l05,l06,l07"
134622,79747_lcn_ql_002524_cq lớp chủ nhiệm (lcn)_võ thị ngọc trân (cq_hk252),võ thị ngọc trân,,hk252,cq,
134844,79747_lcn_ck_002858_clc student class (lcn)_nguyễn hải đăng (clc_hk252),nguyễn hải đăng,,hk252,clc,
130613,"79747_sp1039_003832_clc history of vietnamese communist party (sp1039)_phan thị thanh hương (clc_hk252) [cc01,cc02]",phan thị thanh hương,sp1039,hk252,clc,"cc01,cc02"
131701,79747_co2001_004318_clc professional skills for engineers (co2001)_nguyễn quốc minh (clc_hk252) [cc07],nguyễn quốc minh,co2001,hk252,clc,cc07
62599,79747_co3005_hk252_all nguyên lý ngôn ngữ lập trình (co3005)_hk252_all,"dương đức tín, lê đình thuận, nguyễn hứa phùng, nguyễn tuấn khôi, trần ngọc bảo duy, trịnh văn giang",co3005,hk252,,
132016,"79747_co3005_004356_clc principles of programming languages (co3005)_trịnh văn giang (clc_hk252) [cc01,cc03,cc06]",trịnh văn giang,co3005,hk252,clc,"cc01,cc03,cc06"
132311,79747_ge1013_003249_clc earth science (ge1013)_đặng thương huyền (clc_hk252) [cc01],đặng thương huyền,ge1013,hk252,clc,cc01
130978,"79747_ge1014_002673_clc earth science (lab) (ge1014)_đổng uyên thanh (clc_hk252) [cc01,cc02,cc03,cc04,cc05,cc06,cc07]",đổng uyên thanh,ge1014,hk252,clc,"cc01,cc02,cc03,cc04,cc05,cc06,cc07"
134995,79747_lcn_mt_003048_ctta lớp chủ nhiệm (lcn)_nguyễn đức thái (ctta_hk252),nguyễn đức thái,,hk252,ctta,
131129,"79747_sp1037_004291_cq tư tưởng hồ chí minh (sp1037)_nguyễn phương an (cq_hk252) [l01,l02,l03,l04]",nguyễn phương an,sp1037,hk252,cq,"l01,l02,l03,l04"
131406,79747_im3051_004355_cq đạo đức kinh doanh và trách nhiệm xã hội (im3051)_phạm vĩnh phương (cq_hk252) [l01],phạm vĩnh phương,im3051,hk252,cq,l01
132369,79747_im3073_001721_cq điều độ sản xuất (im3073)_đường võ hùng (cq_hk252) [l01],đường võ hùng,im3073,hk252,cq,l01
135744,79747_ch332a_001963_kstn thiết kế hệ thống quy trình công nghệ hóa học (mở rộng) (ch332a)_nguyễn thành duy quang (kstn_hk252) [tnhc],nguyễn thành duy quang,,hk252,kstn,tnhc
132279,"79747_ch3337_002390_cq tổng hợp hữu cơ hóa dầu (ch3337)_đào thị kim thoa (cq_hk252) [a01,l01]",đào thị kim thoa,ch3337,hk252,cq,"a01,l01"
131593,79747_ch4063_001687_cq thiết kế pvàid (ch4063)_trần hải ưng (cq_hk252) [l01],trần hải ưng,ch4063,hk252,cq,l01
130461,"79747_ch3321_001963_cq thiết kế hệ thống quy trình công nghệ hóa học (ch3321)_nguyễn thành duy quang (cq_hk252) [a01,l01,l02]",nguyễn thành duy quang,ch3321,hk252,cq,"a01,l01,l02"
134299,79747_ch3347_002349_cq kỹ thuật phản ứng (ch3347)_trần tấn việt (cq_hk252) [a01],trần tấn việt,ch3347,hk252,cq,a01
135697,79747_ch334d_002349_kstn kỹ thuật phản ứng (mở rộng) (ch334d)_trần tấn việt (kstn_hk252) [tnhc],trần tấn việt,,hk252,kstn,tnhc
131354,79747_ch3349_000766_cq cơ sở tính toán thiết kế thiết bị hóa học (ch3349)_hoàng minh nam (cq_hk252) [a01],hoàng minh nam,ch3349,hk252,cq,a01
130262,"79747_ch3015_003023_cq thí nghiệm quá trình thiết bị (ch3015)_ngô văn tuyền (cq_hk252) [l01,l02,l06,l08,l10,l13,l14]",ngô văn tuyền,ch3015,hk252,cq,"l01,l02,l06,l08,l10,l13,l14"
136157,79747_lcn_hc_003131_cntn lớp chủ nhiệm (lcn)_nguyễn minh kha (cntn_hk252),nguyễn minh kha,,hk252,cntn,
134245,"79747_la1003_003337_cq anh văn 1 (la1003)_nguyễn thanh thủy (cq_hk252) [l04,l05]",nguyễn thanh thủy,la1003,hk252,cq,"l04,l05"
134168,"79747_la1005_003337_cq anh văn 2 (la1005)_nguyễn thanh thủy (cq_hk252) [l03,l05,l12,l15]",nguyễn thanh thủy,la1005,hk252,cq,"l03,l05,l12,l15"
131086,"79747_sp1035_003997_clc scientific socialism (sp1035)_đặng kiều diễm (clc_hk252) [cc01,cc02]",đặng kiều diễm,sp1035,hk252,clc,"cc01,cc02"
131297,"79747_ch3321_001963_clc chemical process design (ch3321)_nguyễn thành duy quang (clc_hk252) [cc01,cc02]",nguyễn thành duy quang,ch3321,hk252,clc,"cc01,cc02"
132433,79747_ch2003_001906_clc physical chemistry 1 (ch2003)_ngô mạnh thắng (clc_hk252) [cc01],ngô mạnh thắng,ch2003,hk252,clc,cc01
130336,79747_ch3331_004341_clc fundamentals of material and corrosion (ch3331)_võ trường giang (clc_hk252) [cc01],võ trường giang,ch3331,hk252,clc,cc01
130119,79747_ch4125_002685_clc fundamentals of toxicology (ch4125)_lê xuân tiến (clc_hk252) [cc01],lê xuân tiến,ch4125,hk252,clc,cc01
132739,"79747_ch3349_010897_clc fundamentals of chemical equipment design (ch3349)_hamdan bin ya (clc_hk252) [cc01,cc02]",hamdan bin ya,ch3349,hk252,clc,"cc01,cc02"
132120,79747_ch3349_001986_clc fundamentals of chemical equipment design (ch3349)_nguyễn hữu hiếu (clc_hk252) [cc02],nguyễn hữu hiếu,ch3349,hk252,clc,cc02
130989,79747_ch3347_002349_clc reaction engineering (ch3347)_trần tấn việt (clc_hk252) [cc02],trần tấn việt,ch3347,hk252,clc,cc02
130727,"79747_ch3015_003502_clc laboratory of unit operations (ch3015)_trần lê hải (clc_hk252) [cc01,cc02,cc04,cc05]",trần lê hải,ch3015,hk252,clc,"cc01,cc02,cc04,cc05"
134557,79747_lcn_hc_003233_ctta lớp chủ nhiệm (lcn)_phạm hoàng huy phước lợi (ctta_hk252),phạm hoàng huy phước lợi,,hk252,ctta,
131868,79747_sp1037_004291_clc ho chi minh ideology (sp1037)_nguyen phuong an (clc_hk252) [cc01],nguyễn phương an,sp1037,hk252,clc,cc01
134801,79747_lcn_hc_004152_ctta lớp chủ nhiệm (lcn)_đặng văn hân (ctta_hk252),đặng văn hân,,hk252,ctta,
131056,"79747_sp1039_002874_clc history of vietnamese communist party (sp1039)_đào thị bích hồng (clc_hk252) [cc03,cc04]",đào thị bích hồng,sp1039,hk252,clc,"cc03,cc04"
130887,79747_im1025_002989_clc project management for engineers (im1025)_nguyễn thị đức nguyên (clc_hk252) [cc03],nguyễn thị đức nguyên,im1025,hk252,clc,cc03
130748,79747_co3021_003178_clc database management systems (co3021)_phan trọng nhân (clc_hk252) [cc01],phan trọng nhân,co3021,hk252,clc,cc01
131700,79747_co2001_002272_clc professional skills for engineers (co2001)_kiều lê thủy chung (clc_hk252) [cc02],kiều lê thủy chung,co2001,hk252,clc,cc02
130423,"79747_co3005_001733_clc principles of programming languages (co3005)_nguyễn hứa phùng (clc_hk252) [cc04,cc05]",nguyễn hứa phùng,co3005,hk252,clc,"cc04,cc05"
134543,79747_lcn_mt_003710_ctta lớp chủ nhiệm (lcn)_mai đức trung (ctta_hk252),mai đức trung,,hk252,ctta,
131170,"79747_iu4327_003665_cq đồ án tốt nghiệp (iu4327)_lê hoài phương (cq_hk252) [a01,l01]",lê hoài phương,iu4327,hk252,cq,"a01,l01"
134930,79747_lcn_ck_004060_cq lớp chủ nhiệm (lcn)_bùi thanh luân (cq_hk252),bùi thanh luân,,hk252,cq,
134933,79747_lcn_gt_008296_vlvh lớp chủ nhiệm (lcn)_trần thị hương thủy (vlvh_hk252),trần thị hương thủy,,hk252,vlvh,
134974,79747_lcn_ck_008296_vlvh lớp chủ nhiệm (lcn)_trần thị hương thủy (vlvh_hk252),trần thị hương thủy,,hk252,vlvh,
134476,79747_lcn_xd_008296_vlvh lớp chủ nhiệm (lcn)_trần thị hương thủy (vlvh_hk252),trần thị hương thủy,,hk252,vlvh,
131282,79747_la4005_010058_clc elementary vietnamese language 4 (la4005)_lê thảo uyên (clc_hk252) [cc01],lê thảo uyên,la4005,hk252,clc,cc01
130521,79747_la2015_010058_clc elementary vietnamese language 2 (la2015)_lê thảo uyên (clc_hk252) [cc01],lê thảo uyên,la2015,hk252,clc,cc01
132683,79747_me3208_001998_cq công nghệ vật liệu nhựa và gia công khuôn mẫu (tn) (me3208)_nguyễn văn thành (cq_hk252) [l01],nguyễn văn thành,me3208,hk252,cq,l01
131715,79747_me4007_001998_cq cad/cam (me4007)_nguyễn văn thành (cq_hk252) [l01],nguyễn văn thành,me4007,hk252,cq,l01
131579,79747_me3143_001998_cq thực tập kỹ thuật cơ khí (me3143)_nguyễn văn thành (cq_hk252) [l05],nguyễn văn thành,me3143,hk252,cq,l05
131217,"79747_me2020_001998_cq môi trường và con người(tn) (me2020)_nguyễn văn thành (cq_hk252) [a04,a05,l05,l06,l07,l08]",nguyễn văn thành,me2020,hk252,cq,"a04,a05,l05,l06,l07,l08"
130764,79747_me3207_001998_cq công nghệ vật liệu nhựa và gia công khuôn mẫu (me3207)_nguyễn văn thành (cq_hk252) [l01],nguyễn văn thành,me3207,hk252,cq,l01
134373,79747_lcn_ck_001998_cq lớp chủ nhiệm (lcn)_nguyễn văn thành (cq_hk252),nguyễn văn thành,,hk252,cq,
134206,"79747_la1009_002002_cq anh văn 4 (la1009)_hồ thị nam trân (cq_hk252) [a03,l06,l11]",hồ thị nam trân,la1009,hk252,cq,"a03,l06,l11"
135460,79747_ma7119_003486_tscq luận án tiến sĩ - phần 1 (ma7119)_lương thị quỳnh anh (tscq_hk252) [ns02],lương thị quỳnh anh,ma7119,hk252,tscq,ns02
134297,79747_ma1004_003486_cq cơ sở khoa học vật liệu (bt) (ma1004)_lương thị quỳnh anh (cq_hk252) [l01],lương thị quỳnh anh,ma1004,hk252,cq,l01
134250,79747_ma3102_003486_cq truyền nhiệt và truyền khối (bt) (ma3102)_lương thị quỳnh anh (cq_hk252) [l01],lương thị quỳnh anh,ma3102,hk252,cq,l01
131574,79747_ma2037_003486_cq hóa lý - công nghệ vật liệu (ma2037)_lương thị quỳnh anh (cq_hk252) [l01],lương thị quỳnh anh,ma2037,hk252,cq,l01
131429,79747_ma1003_003486_cq cơ sở khoa học vật liệu (ma1003)_lương thị quỳnh anh (cq_hk252) [l01],lương thị quỳnh anh,ma1003,hk252,cq,l01
131343,79747_ma2038_003486_cq hóa lý - công nghệ vật liệu (btvn) (ma2038)_lương thị quỳnh anh (cq_hk252) [l05],lương thị quỳnh anh,ma2038,hk252,cq,l05
130867,79747_ma3101_003486_cq truyền nhiệt và truyền khối (ma3101)_lương thị quỳnh anh (cq_hk252) [l01],lương thị quỳnh anh,ma3101,hk252,cq,l01
132790,79747_ma4321_003486_vlvh đề cương luận văn tốt nghiệp (kỹ thuật vật liệu kim loại) (ma4321)_lương thị quỳnh anh (vlvh_hk252) [t01],lương thị quỳnh anh,ma4321,hk252,vlvh,t01
131418,79747_ma4323_003486_vlvh luận văn tốt nghiệp (kỹ thuật vật liệu kim loại) (ma4323)_lương thị quỳnh anh (vlvh_hk252) [t01],lương thị quỳnh anh,ma4323,hk252,vlvh,t01
132148,79747_ee2017_002808_vlvh cơ sở kỹ thuật điện (ee2017)_phan quang ấn (vlvh_hk252) [n1ht],phan quang ấn,ee2017,hk252,vlvh,n1ht
132129,79747_ee2017_002808_cq cơ sở kỹ thuật điện (ee2017)_phan quang ấn (cq_hk252) [l02],phan quang ấn,ee2017,hk252,cq,l02
134887,79747_lcn_dd_002808_lkqt student class (lcn)_phan quang ấn (lkqt_hk252),phan quang ấn,,hk252,lkqt,
134612,79747_lcn_dd_002808_tt student class (lcn)_phan quang ấn (tt_hk252),phan quang ấn,,hk252,tt,
135486,79747_as201a_003966_kstn lý thuyết đàn hồi(mở rộng) (as201a)_lồ sìu vẫy (kstn_hk252) [tnud],lồ sìu vẫy,,hk252,kstn,tnud
135470,79747_as201b_003966_kstn cad ứng dụng (mở rộng) (as201b)_lồ sìu vẫy (kstn_hk252) [tnud],lồ sìu vẫy,,hk252,kstn,tnud
132695,79747_as2012_003966_cq lý thuyết đàn hồi (bài tập) (as2012)_lồ sìu vẫy (cq_hk252) [l01],lồ sìu vẫy,as2012,hk252,cq,l01
132479,79747_as2011_003966_cq lý thuyết đàn hồi (as2011)_lồ sìu vẫy (cq_hk252) [l01],lồ sìu vẫy,as2011,hk252,cq,l01
132139,"79747_as3016_003966_cq phương pháp phần tử hữu hạn cơ kỹ thuật (bài tập) (as3016)_lồ sìu vẫy (cq_hk252) [a01,l01]",lồ sìu vẫy,as3016,hk252,cq,"a01,l01"
131606,79747_as3149_003966_cq ứng dụng các phần mềm trong tính toán cơ học (as3149)_lồ sìu vẫy (cq_hk252) [a01],lồ sìu vẫy,as3149,hk252,cq,a01
131377,"79747_as2072_003966_cq cơ học kỹ thuật (bt) (as2072)_lồ sìu vẫy (cq_hk252) [a01,l02]",lồ sìu vẫy,as2072,hk252,cq,"a01,l02"
130888,79747_as2013_003966_cq cad ứng dụng (as2013)_lồ sìu vẫy (cq_hk252) [l01],lồ sìu vẫy,as2013,hk252,cq,l01
134893,79747_lcn_ud_003966_kstn lớp chủ nhiệm (lcn)_lồ sìu vẫy (kstn_hk252),lồ sìu vẫy,,hk252,kstn,
134865,79747_lcn_ud_003966_cq lớp chủ nhiệm (lcn)_lồ sìu vẫy (cq_hk252),lồ sìu vẫy,,hk252,cq,
131861,"79747_ee3017_002633_cq đo lường và điều khiển bằng máy tính (ee3017)_nguyễn trọng tài (cq_hk252) [a01,l01]",nguyễn trọng tài,ee3017,hk252,cq,"a01,l01"
131132,79747_ee3417_002633_clc sensors and intrumentation (ee3417)_nguyễn trọng tài (clc_hk252) [cc01],nguyễn trọng tài,ee3417,hk252,clc,cc01
131051,79747_ee3418_002633_clc sensors and intrumentation (exc) (ee3418)_nguyễn trọng tài (clc_hk252) [cc01],nguyễn trọng tài,ee3418,hk252,clc,cc01
134713,79747_lcn_dd_002633_tt student class (lcn)_nguyễn trọng tài (tt_hk252),nguyễn trọng tài,,hk252,tt,
134500,79747_lcn_dd_002633_cq lớp chủ nhiệm (lcn)_nguyễn trọng tài (cq_hk252),nguyễn trọng tài,,hk252,cq,
131705,"79747_ci2004_004012_cq cơ lưu chất (tn) (ci2004)_nguyễn thị thạch thảo (cq_hk252) [l01,l07,l08,l12,l16,l17]",nguyễn thị thạch thảo,ci2004,hk252,cq,"l01,l07,l08,l12,l16,l17"
131019,"79747_ci2003_004012_cq cơ lưu chất (ci2003)_nguyễn thị thạch thảo (cq_hk252) [l01,l02]",nguyễn thị thạch thảo,ci2003,hk252,cq,"l01,l02"
134744,79747_lcn_xd_004012_cq lớp chủ nhiệm (lcn)_nguyễn thị thạch thảo (cq_hk252),nguyễn thị thạch thảo,,hk252,cq,
132992,79747_me2013_002501_cq nhiệt động lực học và truyền nhiệt (me2013)_võ kiến quốc (cq_hk252) [l01],võ kiến quốc,me2013,hk252,cq,l01
131635,79747_me3043_002501_cq lò hơi và thiết bị đốt (me3043)_võ kiến quốc (cq_hk252) [l01],võ kiến quốc,me3043,hk252,cq,l01
131290,"79747_me3044_002501_cq lò hơi và thiết bị đốt (tn) (me3044)_võ kiến quốc (cq_hk252) [l01,l02]",võ kiến quốc,me3044,hk252,cq,"l01,l02"
130464,"79747_me2014_002501_cq nhiệt động lực học và truyền nhiệt (tn) (me2014)_võ kiến quốc (cq_hk252) [l03,l12,l13]",võ kiến quốc,me2014,hk252,cq,"l03,l12,l13"
130349,"79747_me2122_002501_cq bơm, quạt, máy nén (tn) (me2122)_võ kiến quốc (cq_hk252) [l03]",võ kiến quốc,me2122,hk252,cq,l03
134510,79747_lcn_ck_002501_cq lớp chủ nhiệm (lcn)_võ kiến quốc (cq_hk252),võ kiến quốc,,hk252,cq,
132589,"79747_ci1004_002495_clc engineering drawing (exc,lab) (ci1004)_lương bảo bình (clc_hk252) [cc05,cc10]",lương bảo bình,ci1004,hk252,clc,"cc05,cc10"
131776,"79747_ci1034_002495_clc civil engineering drawing (exc,lab) (ci1034)_lương bảo bình (clc_hk252) [cc02]",lương bảo bình,ci1034,hk252,clc,cc02
131597,"79747_ci1003_002712_cq vẽ kỹ thuật (ci1003)_nguyễn thanh vân (cq_hk252) [a01,l01]",nguyễn thanh vân,ci1003,hk252,cq,"a01,l01"
131536,"79747_ci1004_002712_cq vẽ kỹ thuật (thl,tn) (ci1004)_nguyễn thanh vân (cq_hk252) [l03,l04,l22,l25]",nguyễn thanh vân,ci1004,hk252,cq,"l03,l04,l22,l25"
131183,"79747_ci1034_001989_cq vẽ kỹ thuật xây dựng (thl,tn) (ci1034)_lâm ngọc mai (cq_hk252) [l06,l10]",lâm ngọc mai,ci1034,hk252,cq,"l06,l10"
130860,"79747_ci1033_002712_cq vẽ kỹ thuật xây dựng (ci1033)_nguyễn thanh vân (cq_hk252) [l03,l06]",nguyễn thanh vân,ci1033,hk252,cq,"l03,l06"
130303,"79747_ci1034_002712_cq vẽ kỹ thuật xây dựng (thl,tn) (ci1034)_nguyễn thanh vân (cq_hk252) [l03,l04,l09,l12,l13,l16]",nguyễn thanh vân,ci1034,hk252,cq,"l03,l04,l09,l12,l13,l16"
135715,79747_co5135_003332_sdh dữ liệu lớn (co5135)_lê thanh vân (sdh_hk252) [ch01],lê thanh vân,co5135,hk252,sdh,ch01
131638,79747_co5135_001748_sdh dữ liệu lớn (co5135)_thoại nam (sdh_hk252) [ch01],thoại nam,co5135,hk252,sdh,ch01
136039,79747_co3137_003332_clc big data (co3137)_lê thanh vân (clc_hk252) [cc01],lê thanh vân,co3137,hk252,clc,cc01
132673,79747_co201d_003332_kstn hệ điều hành (mở rộng) (co201d)_lê thanh vân (kstn_hk252) [tnmt],lê thanh vân,,hk252,kstn,tnmt
132282,79747_co2017_003332_kstn hệ điều hành (co2017)_lê thanh vân (kstn_hk252) [tn01],lê thanh vân,co2017,hk252,kstn,tn01
132281,"79747_co2017_003332_clc operating systems (co2017)_lê thanh vân (clc_hk252) [cc01,cc04]",lê thanh vân,co2017,hk252,clc,"cc01,cc04"
134548,79747_lcn_mt_003332_ctta lớp chủ nhiệm (lcn)_lê thanh vân (ctta_hk252),lê thanh vân,,hk252,ctta,
131515,79747_me5239_002443_sdh mô hình hoá và mô phỏng hệ thống sản xuất và dịch vụ (me5239)_nguyễn vạng phúc nguyên (sdh_hk252) [ch01],nguyễn vạng phúc nguyên,me5239,hk252,sdh,ch01
131399,79747_me2149_002443_cq kỹ thuật mô hình hóa và mô phỏng (me2149)_nguyễn vạng phúc nguyên (cq_hk252) [l01],nguyễn vạng phúc nguyên,me2149,hk252,cq,l01
131142,79747_me5241_002443_sdh thực tập tốt nghiệp 2 (me5241)_nguyễn vạng phúc nguyên (sdh_hk252) [ch01],nguyễn vạng phúc nguyên,me5241,hk252,sdh,ch01
131055,79747_me2177_002443_clc work design and ergonomics (me2177)_nguyễn vạng phúc nguyên (clc_hk252) [cc01],nguyễn vạng phúc nguyên,me2177,hk252,clc,cc01
130816,79747_me6111_002443_sdh đề án tốt nghiệp (me6111)_nguyễn vạng phúc nguyên (sdh_hk252) [ch01],nguyễn vạng phúc nguyên,me6111,hk252,sdh,ch01
134929,79747_lcn_ck_002443_clc student class (lcn)_nguyễn vạng phúc nguyên (clc_hk252),nguyễn vạng phúc nguyên,,hk252,clc,
132997,79747_me4032_004107_cq kỹ thuật điều độ (kt hệ thống công nghiệp) (thí nghiệm) (me4032)_huỳnh hữu đức (cq_hk252) [l01],huỳnh hữu đức,me4032,hk252,cq,l01
132660,79747_me4367_004107_vlvh đồ án tốt nghiệp (kỹ thuật hệ thống công nghiệp) (me4367)_huỳnh hữu đức (vlvh_hk252) [t01],huỳnh hữu đức,me4367,hk252,vlvh,t01
132659,"79747_me4367_004107_cq đồ án tốt nghiệp (kỹ thuật hệ thống công nghiệp) (me4367)_huỳnh hữu đức (cq_hk252) [a01,l01]",huỳnh hữu đức,me4367,hk252,cq,"a01,l01"
132483,"79747_me4103_004107_cq đồ án thiết kế hệ thống logistics (me4103)_huỳnh hữu đức (cq_hk252) [a01,l01]",huỳnh hữu đức,me4103,hk252,cq,"a01,l01"
132292,79747_me3224_004107_cq quản lý dự án (thí nghiệm) (me3224)_huỳnh hữu đức (cq_hk252) [l01],huỳnh hữu đức,me3224,hk252,cq,l01
132209,79747_me2147_004107_cq thực hành mô hình hóa và mô phỏng (me2147)_huỳnh hữu đức (cq_hk252) [l02],huỳnh hữu đức,me2147,hk252,cq,l02
132168,79747_me4103_004107_clc logistics system design project (me4103)_huỳnh hữu đức (clc_hk252) [cc01],huỳnh hữu đức,me4103,hk252,clc,cc01
131922,79747_me2153_004107_cq thực hành quản lý dự án (me2153)_huỳnh hữu đức (cq_hk252) [l01],huỳnh hữu đức,me2153,hk252,cq,l01
131550,"79747_me3254_004107_cq hoạch định mặt bằng (thí nghiệm) (me3254)_huỳnh hữu đức (cq_hk252) [l03,l04]",huỳnh hữu đức,me3254,hk252,cq,"l03,l04"
131612,79747_me2050_004107_cq ứng dụng máy tính trong công nghiệp (tn) (me2050)_huỳnh hữu đức (cq_hk252) [l01],huỳnh hữu đức,me2050,hk252,cq,l01
135605,79747_ci5407_004055_imp construction project management (ci5407)_trần thành long (imp_hk252) [im01],trần thành long,ci5407,hk252,imp,im01
130419,79747_ci5407_004055_sdh quản lý dự án xây dựng (ci5407)_trần thành long (sdh_hk252) [ch01],trần thành long,ci5407,hk252,sdh,ch01
