code,name,credit,program,size,language,teacher,dayOfWeek,slot,room,branch,weeks
co2003,ctrúc dữliệu & giảithuật,4,l04_l08,35/35,v,vương bá thịnh,,,,,
me5239,mô hình hoá và mô phỏng hệ thống sản xuất và dịch vụ,3,ch01,26/60,v,nguyễn vạng phúc nguyên,thứ 4,- - - - - - - - - - - - 13 14 15 -,b4-301,1,
co6049,đề án tốt nghiệp,9,ch01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
ch6023,luận văn thạc sỹ - ud,12,ch01,2/100,v,phạm hồ mỹ phương,chưa biết,--,------,1,
me3105,thiết kế đồ họa,3,l01,60/60,v,trần đại nguyên,thứ 2,- - - - - - - - 9 10 - - - - - -,h6-313,2,
ci7597,luận án tiến sĩ - phần 1,15,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
ch4007,đồ án thiếtkế kỹ thuậthh,2,a01,0/900,v,bùi ngọc pha,chưa biết,--,------,1,
ch4007,đồ án thiếtkế kỹ thuậthh,2,cc01,8/60,v,bùi ngọc pha,chưa biết,--,------,1,
ch4007,đồ án thiếtkế kỹ thuậthh,2,l01,34/40,v,bùi ngọc pha,chưa biết,--,------,2,
ci3061,phương pháp phần tử hh,3,l01_l01,53/60,v,lương văn hải,,,,,
ee3151,đồ án,1,a01,0/900,v,chưa/đang phân công,chưa biết,--,------,1,
ee3151,đồ án,1,cc01,0/900,v,chưa/đang phân công,chưa biết,--,------,1,
ee3151,đồ án,1,l01,2/900,v,chưa/đang phân công,chưa biết,--,------,2,
ch7611,luận án tiến sĩ - phần 3,15,ns01,0/200,v,phạm hồ mỹ phương,chưa biết,--,------,1,
ci7665,luận án tiến sĩ - phần 3,15,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
me6095,luận văn thạc sĩ nghiên cứu chuyên sâu - phần 4,15,ch01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
ee6133,luận văn thạc sĩ nghiên cứu chuyên sâu - phần 4,15,ch01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
tr4377,đồ án tốt nghiệp,6,a01,0/900,v,chưa/đang phân công,chưa biết,--,------,1,
tr4377,đồ án tốt nghiệp,6,cc01,0/900,v,chưa/đang phân công,chưa biết,--,------,1,
tr4377,đồ án tốt nghiệp,6,l01,13/9000,v,lê thị hồng hiếu,chưa biết,--,------,2,
tr4377,đồ án tốt nghiệp,6,t01,0/500,v,chưa/đang phân công,chưa biết,--,------,1,
ch7615,luận án tiến sĩ - phần 5,15,ns01,0/200,v,phạm hồ mỹ phương,chưa biết,--,------,1,
ma5017,luận văn tốt nghiệp,9,a01,11/9000,v,vũ anh quang,chưa biết,--,------,1,
ma5017,luận văn tốt nghiệp,9,cc01,0/900,v,chưa/đang phân công,chưa biết,--,------,1,
ma5017,luận văn tốt nghiệp,9,l01,0/900,v,chưa/đang phân công,chưa biết,--,------,2,
ma5017,luận văn tốt nghiệp,9,t01,0/500,v,chưa/đang phân công,chưa biết,--,------,1,
im1009,kinh tế học vĩ mô,3,cc01,73/80,v,trần duy thanh,thứ 5,- - - 4 5 - - - - - - - - - - -,b1-311,1,
im1009,kinh tế học vĩ mô,3,cc02,77/80,v,trần duy thanh,thứ 6,- - - - - - - 8 9 - - - - - - -,b1-212,1,
im1009,kinh tế học vĩ mô,3,l01,80/80,v,,thứ 6,- 2 3 - - - - - - - - - - - - -,h3-205,2,
im1009,kinh tế học vĩ mô,3,l02,80/80,v,,thứ 6,- - - 4 5 - - - - - - - - - - -,h3-205,2,
as7069,giải tích biến phân và ứng dụng,3,ch01,1/60,v,lê xuân đại,chưa biết,--,------,1,
me3001,k/thuật thủy lực &khínén,3,a01_a01,24/25,v,trần hải nam,,,,,
me3001,k/thuật thủy lực &khínén,3,cc01_cc01,25/25,v,đoàn nhật minh,,,,,
me3001,k/thuật thủy lực &khínén,3,cc01_cc02,13/25,v,đoàn nhật minh,,,,,
me3001,k/thuật thủy lực &khínén,3,cc02_cc03,19/25,v,đoàn nhật minh,,,,,
me3001,k/thuật thủy lực &khínén,3,cc02_cc04,19/25,v,đoàn nhật minh,,,,,
me3001,k/thuật thủy lực &khínén,3,l01_l01,25/25,v,trần nguyên duy phương,,,,,
me3001,k/thuật thủy lực &khínén,3,l01_l02,25/25,v,trần nguyên duy phương,,,,,
me3001,k/thuật thủy lực &khínén,3,l01_l05,25/25,v,trần nguyên duy phương,,,,,
me3001,k/thuật thủy lực &khínén,3,l02_l03,25/25,v,đoàn nhật minh,,,,,
me3001,k/thuật thủy lực &khínén,3,l02_l04,25/25,v,đoàn nhật minh,,,,,
ge4111,đồ án chuyên đề 3,1,a01,0/900,v,đặng thương huyền,chưa biết,--,------,1,
ge4111,đồ án chuyên đề 3,1,cc01,0/900,v,đặng thương huyền,chưa biết,--,------,1,
ge4111,đồ án chuyên đề 3,1,l01,4/9000,v,đặng thương huyền,chưa biết,--,------,2,
ch3019,công nghệ tế bào,4,cc01_cc01,12/20,v,hoàng mỹ dung,,,,,
ch3019,công nghệ tế bào,4,cc01_cc02,18/20,v,hoàng mỹ dung,,,,,
ch3019,công nghệ tế bào,4,l01_l01,20/20,v,hoàng mỹ dung,,,,,
ch3019,công nghệ tế bào,4,l01_l02,18/20,v,hoàng mỹ dung,,,,,
ch3019,công nghệ tế bào,4,l01_l03,15/20,v,hoàng mỹ dung,,,,,
ge3243,vẽ kỹ thuật xây dựng,3,l01,4/60,v,tô viết nam,chưa biết,--,------,2,
pe1037,bóng bàn (học phần 2),0,l01,60/60,v,chưa/đang phân công,thứ 3,- - - - - - - 8 9 10 - - - - - -,cs2-nhathidau-sa,2,
pe1037,bóng bàn (học phần 2),0,l02,60/60,v,chưa/đang phân công,thứ 3,- - - - - - - - - 10 11 12 - - - -,cs2-nhathidau-sa,2,
pe1037,bóng bàn (học phần 2),0,l03,60/60,v,chưa/đang phân công,thứ 5,- 2 3 4 - - - - - - - - - - - -,cs2-nhathidau-sa,2,
pe1037,bóng bàn (học phần 2),0,l04,59/60,v,chưa/đang phân công,thứ 5,- - - 4 5 6 - - - - - - - - - -,cs2-nhathidau-sa,2,
ch6095,luận văn thạc sĩ nghiên cứu chuyên sâu - phần 4,15,ch01,0/200,v,trần văn nguyên,chưa biết,--,------,1,
as4311,đề cương luận văn tn,0,t01,0/500,v,nguyễn duy khương,chưa biết,--,------,1,
ci7719,luận án tiến sĩ - phần 3,15,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
ge3197,đồ án chuyên đề 1,1,a01,1/900,v,đổng uyên thanh,chưa biết,--,------,1,
ge3197,đồ án chuyên đề 1,1,cc01,0/900,v,đổng uyên thanh,chưa biết,--,------,1,
ge3197,đồ án chuyên đề 1,1,l01,3/60,v,đổng uyên thanh,chưa biết,--,------,2,
ee6121,đề án tốt nghiệp,9,ch01,6/200,v,chưa/đang phân công,chưa biết,--,------,1,
ci6102,chuyên đề nghiên cứu trước luận văn,15,ch01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
im3095,quản lý vận hành bán lẻ,3,cc01,45/60,v,đường võ hùng,thứ 6,- - - - 5 6 - - - - - - - - - -,b6-302,1,
im3095,quản lý vận hành bán lẻ,3,l01,60/60,v,đường võ hùng,thứ 3,- - - 4 5 - - - - - - - - - - -,h1-106,2,
im3095,quản lý vận hành bán lẻ,3,l02,60/60,v,đường võ hùng,thứ 6,- - - - - - - - - - 11 12 - - - -,h3-405,2,
im3095,quản lý vận hành bán lẻ,3,l03,60/60,v,đường võ hùng,thứ 6,- - - - - - - - 9 10 - - - - - -,h6-414,2,
im1011,máy tính trong kinhdoanh,3,cc01,16/60,v,nguyễn tiến dũng,thứ 6,- 2 3 - - - - - - - - - - - - -,b4-402,1,
im1011,máy tính trong kinhdoanh,3,l01,60/60,v,nguyễn ngọc bình phương,thứ 4,- - - - - - - - 9 10 - - - - - -,h3-207,2,
en6047,chuyên đề nghiên cứu trước luận văn,15,ch01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
ge2065,vật liệu xây dựng,2,l01,2/60,v,nguyen huu son,chưa biết,--,------,2,
as2031,đồ án môn học-thiếtkế kt,2,a01,0/900,v,nguyễn thái hiền,chưa biết,--,------,1,
as2031,đồ án môn học-thiếtkế kt,2,cc01,0/900,v,nguyễn duy khương,chưa biết,--,------,1,
as2031,đồ án môn học-thiếtkế kt,2,l01,3/60,v,nguyễn thái hiền,chưa biết,--,------,2,
ch2043,q/tr & th/bị truyềnnhiệt,3,cc01,27/60,v,tạ đăng khoa,,,,,
ch2043,q/tr & th/bị truyềnnhiệt,3,l01,58/60,v,hoàng trung ngôn,thứ 4,- - - - - - 7 8 - - - - - - - -,h2-305,2,
en7237,tiểu luận tổng quan,0,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
en2045,các qt hóa-lý trong mt,3,l01,4/40,v,chưa/đang phân công,chưa biết,--,------,2,
tr4001,kỹthuật chẩnđoán &bd đc,3,l01_l01,19/25,v,,,,,,
as7163,luận án tiến sĩ - phần 5,15,ns01,0/200,v,trương tích thiện,chưa biết,--,------,1,
ge3145,đồ án địa kỹ thuật 2,1,l01,2/60,v,võ thanh long,chưa biết,--,------,2,
co7275,luận án tiến sĩ - phần 2,15,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
en6043,luận văn thạc sĩ nghiên cứu chuyên sâu - phần 4,15,ch01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
tr2041,kỹ thuật cơ lưu chất - nhiệt,4,cc01_cc01,62/80,v,,,,,,
tr2041,kỹ thuật cơ lưu chất - nhiệt,4,l01_l01,51/80,v,trần tiến anh,,,,,
tr2041,kỹ thuật cơ lưu chất - nhiệt,4,l02_l02,51/80,v,trần tiến anh,,,,,
ch43a1,đề cương luận văn tn,0,t01,0/500,v,chưa/đang phân công,chưa biết,--,------,1,
ge6047,luận văn thạc sĩ nghiên cứu chuyên sâu - phần 4,15,ch01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
ma5025,v/l polyme composite(pbl,3,a01,13/60,v,nguyễn khánh sơn,thứ 5,- - - - - - - 8 9 - - - - - - -,b1-211,1,
ma3171,pp phân tích và đg vl,3,cc01,3/60,v,bùi tấn tân,chưa biết,--,------,1,
ci6112,luận văn thạc sĩ nghiên cứu chuyên sâu - phần 2,15,ch01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
ci3043,kỹ thuật thi công,3,cc01,9/60,v,huỳnh nhật minh,thứ 4,- - - - - - - - 9 10 - - - - - -,b4-305,1,
ci3043,kỹ thuật thi công,3,l01,60/60,v,,thứ 6,- - - - - - - - 9 10 - - - - - -,h3-104,2,
ci3043,kỹ thuật thi công,3,l02,60/60,v,,thứ 6,- - - - - - - - - - 11 12 - - - -,h1-312,2,
me3257,mh ra qđ trong chuỗi c/ứ,3,cc01,54/60,v,nguyễn đức duy,thứ 3,- 2 3 - - - - - - - - - - - - -,b4-301,1,
me3257,mh ra qđ trong chuỗi c/ứ,3,l01,60/60,v,tran quynh le,thứ 4,- 2 3 - - - - - - - - - - - - -,h1-403,2,
me3257,mh ra qđ trong chuỗi c/ứ,3,l02,60/60,v,tran quynh le,thứ 4,- - - - 5 6 - - - - - - - - - -,h3-206,2,
me3257,mh ra qđ trong chuỗi c/ứ,3,l03,44/60,v,tran quynh le,thứ 6,- - - - - - - - 9 10 - - - - - -,h2-403,2,
ch3327,hóa keo,3,a01,32/70,v,ngô mạnh thắng,thứ 5,- - - - - - - - - - 11 12 - - - -,b8-303,1,
ch3327,hóa keo,3,cc01,38/70,v,ngô mạnh thắng,thứ 6,- 2 3 - - - - - - - - - - - - -,b1-213,1,
ch3327,hóa keo,3,l01,20/80,v,,thứ 5,- 2 3 - - - - - - - - - - - - -,h6-212,2,
ci4487,đồ án tốt nghiệp,4,a01,0/900,v,chưa/đang phân công,chưa biết,--,------,1,
ci4487,đồ án tốt nghiệp,4,cc01,5/9000,v,nguyễn quốc vinh,chưa biết,--,------,1,
ci4487,đồ án tốt nghiệp,4,l01,15/9000,v,nguyễn quốc vinh,chưa biết,--,------,2,
ci4487,đồ án tốt nghiệp,4,t01,0/500,v,nguyễn quốc vinh,chưa biết,--,------,1,
im5133,lãnh đạo và quản trị sự thay đổi,3,ch01,25/60,v,mai thị mỹ quyên,chủ nhật,- - - - - - 7 8 9 - - - - - - -,b8-303,1,
me4101,đồ án th/kế hệ thống cn,2,a01,1/900,v,,chưa biết,--,------,1,
me4101,đồ án th/kế hệ thống cn,2,cc01,0/900,v,,chưa biết,--,------,1,
me4101,đồ án th/kế hệ thống cn,2,l01,6/100,v,,chưa biết,--,------,2,
me4101,đồ án th/kế hệ thống cn,2,t01,0/500,v,,chưa biết,--,------,1,
im5089,quản lý dự án nâng cao,3,ch01,20/60,v,nguyễn thúy quỳnh loan,thứ 2,- - - - - - - - - - - - 13 14 15 -,b6-305,1,
la2015,tiếng việt 2,3,cc01,1/50,v,lê đặng thảo uyên,thứ 7,- - 3 4 5 - - - - - - - - - - -,b10-206,1,
me7359,luận án tiến sĩ - phần 1,15,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
as6051,luận văn thạc sĩ nghiên cứu chuyên sâu - phần 3,15,ch01,0/200,v,lê xuân đại,chưa biết,--,------,1,
ee2015,xử lý số tín hiệu,3,a01_a01,23/30,v,lê tiến thường,,,,,
ee2015,xử lý số tín hiệu,3,l01_l01,30/30,v,đặng nguyên châu,,,,,
ee2015,xử lý số tín hiệu,3,l01_l02,17/30,v,đặng nguyên châu,,,,,
ee2015,xử lý số tín hiệu,3,l02_l03,30/30,v,nguyễn thanh tuấn,,,,,
ee2015,xử lý số tín hiệu,3,l02_l04,14/30,v,nguyễn thanh tuấn,,,,,
ee2015,xử lý số tín hiệu,3,l03_l05,28/30,v,nguyễn thanh tuấn,,,,,
ee2015,xử lý số tín hiệu,3,l03_l06,30/30,v,nguyễn thanh tuấn,,,,,
ee3019,truyền số liệu và mạng,3,a01_a01,21/30,v,đinh quốc hùng,,,,,
ee3019,truyền số liệu và mạng,3,a01_a02,20/30,v,đinh quốc hùng,,,,,
ee3019,truyền số liệu và mạng,3,l01_l01,30/30,v,nguyễn chí ngọc,,,,,
ee3019,truyền số liệu và mạng,3,l01_l02,30/30,v,nguyễn chí ngọc,,,,,
ee3019,truyền số liệu và mạng,3,l02_l03,30/30,v,,,,,,
ee3019,truyền số liệu và mạng,3,l02_l04,25/30,v,,,,,,
ee3019,truyền số liệu và mạng,3,l03_l05,28/30,v,đặng ngọc hạnh,,,,,
ee3019,truyền số liệu và mạng,3,l03_l06,27/30,v,đặng ngọc hạnh,,,,,
ee3019,truyền số liệu và mạng,3,l04_l07,30/30,v,đặng ngọc hạnh,,,,,
ee3019,truyền số liệu và mạng,3,l04_l08,30/30,v,đặng ngọc hạnh,,,,,
ee3019,truyền số liệu và mạng,3,l05_l09,19/30,v,,,,,,
ee3019,truyền số liệu và mạng,3,l05_l10,25/30,v,,,,,,
co3021,hệ quản trị cơsở dữ liệu,3,cc01,25/60,v,phan trọng nhân,thứ 6,- - - - - - - - 9 10 - - - - - -,b1-203,1,
co3021,hệ quản trị cơsở dữ liệu,3,l01,74/80,v,lê thị bảo thu,thứ 2,- - - - 5 6 - - - - - - - - - -,h6-206,2,
ci3267,thủy công,3,l01,4/60,v,trần hải yến,chưa biết,--,------,2,
co300c,ng/lý n/ngữ lập trình(mr,0,tnmt,1/10,v,chưa/đang phân công,chưa biết,--,------,1,
ee6055,luận văn thạc sĩ nghiên cứu,15,ch01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
ch6069,đề án tốt nghiệp,9,ch01,1/200,v,phạm hồ mỹ phương,chưa biết,--,------,1,
me2135,đồ án thiết kế,2,a01,5/60,v,,chưa biết,--,------,1,
me2135,đồ án thiết kế,2,cc01,6/60,v,,chưa biết,--,------,1,
me2135,đồ án thiết kế,2,l01,160/67,v,,chưa biết,--,------,2,
co3049,lập trình web,3,a01_a01,22/40,v,nguyễn hữu hiếu,,,,,
co3049,lập trình web,3,cc01_cc01,22/40,v,nguyễn đức thái,,,,,
co3049,lập trình web,3,cc01_cc02,23/40,v,nguyễn đức thái,,,,,
co3049,lập trình web,3,l01_l01,40/40,v,nguyễn hữu hiếu,,,,,
co3049,lập trình web,3,l01_l02,37/40,v,nguyễn hữu hiếu,,,,,
co3049,lập trình web,3,l02_l03,37/40,v,nguyễn hữu hiếu,,,,,
co3049,lập trình web,3,l02_l04,22/40,v,nguyễn hữu hiếu,,,,,
ee7137,tiểu luận tổng quan,0,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
co3133,học sâu và ứng dụng,3,a01,29/60,v,lê thành sách,thứ 3,- - - - 5 6 - - - - - - - - - -,b4-402,1,
co3133,học sâu và ứng dụng,3,cc01,52/60,v,lê thành sách,thứ 3,- - - - - - - - - - 11 12 - - - -,b4-403,1,
co3133,học sâu và ứng dụng,3,l01,85/85,v,,thứ 6,- - - - - - - - 9 10 - - - - - -,h3-304,2,
as5261,thực tập tốt nghiệp,3,ch01,10/80,v,trần thị thu hạnh,chưa biết,--,------,1,
co3057,xửlý ảnh số &thị giác mt,3,cc01,25/60,v,nguyễn tuấn khôi,thứ 3,- - - - - - - - - 10 11 - - - - -,b4-401,1,
co3057,xửlý ảnh số &thị giác mt,3,l01,80/80,v,võ thanh hùng,thứ 6,- - - - - - 7 8 - - - - - - - -,h6-205,2,
as7159,luận án tiến sĩ - phần 3,15,ns01,0/200,v,trương tích thiện,chưa biết,--,------,1,
me7321,luận án tiến sĩ - chuẩn bị,12,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
ee6077,luận văn thạc sĩ nghiên cứu chuyên sâu - phần 4,15,ch01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
ee5137,chuyên đề kỹ thuật điện,3,ch01,4/60,v,nguyễn văn nhờ,chưa biết,--,------,1,
ch2021,hóa hữu cơ,3,cc01_cc01,70/70,v,nguyễn đăng khoa,,,,,
ch2021,hóa hữu cơ,3,l01_l01,45/80,v,tống thanh danh,,,,,
ch2021,hóa hữu cơ,3,l02_l02,80/80,v,tống thanh danh,,,,,
ch2021,hóa hữu cơ,3,l03_l03,73/80,v,phan thị hoàng anh,,,,,
ch6063,luận văn thạc sĩ nghiên cứu chuyên sâu - phần 2,15,ch01,1/200,v,lê vũ hà,chưa biết,--,------,1,
ee7135,luận án tiến sĩ - phần 5,15,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
ee4117,đồ án 2 (kt đtvt & ktđ),2,t01,0/500,v,chưa/đang phân công,chưa biết,--,------,1,
co6027,luận văn thạc sĩ nghiên cứu chuyên sâu - phần 1,9,ch01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
ge7155,luận án tiến sĩ - phần 1,15,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
ma5079,cơ sở mô phỏng vật liệu,3,ch01,16/56,v,chưa/đang phân công,,,,,
me7333,tiểu luận tổng quan,0,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
im3023,thương mại điện tử,3,cc01,49/60,v,phạm quốc trung,thứ 4,- - - - 5 6 - - - - - - - - - -,b6-303,1,
im3023,thương mại điện tử,3,l01,55/60,v,hà văn hiệp,thứ 6,- - - - - - - 8 9 - - - - - - -,h1-804,2,
ci5141,thống kê ứng dụng trong quản lý xây dựng,3,ch01,39/80,v,lê hoài long,,,,,
ci5141,thống kê ứng dụng trong quản lý xây dựng,3,im01,3/40,ta,phan thị anh thư,chưa biết,--,------,1,
iu3011,kỹ thuật lập trình plc,3,l01_l01,20/25,v,trần quang phước,,,,,
ci7711,chuyên đề tiến sĩ - phần 2,0,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
ee6109,chuyên đề nghiên cứu trước luận văn,15,ch01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
ch332a,t/kế hệ thống qtcnhh(mr),0,tnhc,2/10,v,chưa/đang phân công,chưa biết,--,------,1,
ee4349,đồ án tốt nghiệp (thiết kế vi mạch),4,t01,0/500,v,chưa/đang phân công,chưa biết,--,------,1,
ge3013,thí nghiệm địa kỹ thuật,1,l01,3/25,v,kiều lê thủy chung,thứ 6,- 2 3 4 - - - - - - - - - - - -,ptndkt,1,
en1021,cơ sở sinh thái và sinh học môi trường,4,cc01_cc01,8/20,v,,,,,,
